id	filename	md5	size	state
4683cb8b-94d6-4b98-8886-c9e85542d060	TCGA.READ.varscan.4683cb8b-94d6-4b98-8886-c9e85542d060.somatic.maf.gz	d6a5dd06e7c072c54b65c2c2e9f7670c	6907766	submitted
11da8452-8316-4b29-90fa-12cdaa18c1b7	TCGA.READ.mutect.11da8452-8316-4b29-90fa-12cdaa18c1b7.somatic.maf.gz	e5cfa8dee54601236461c0ae0d7a89fc	8291689	submitted
